customer_id,age,gender,location,occupation,income,credit_score,kyc_status
CUST100056,47,Male,Bhopal,Homemaker,770000.0,509,Pending
CUST100057,28,Male,Pune,Student,493000.0,336,Verified
CUST100058,57,Male,Indore,Salaried - Government,1356000.0,443,Verified
CUST100059,54,Male,Bengaluru,Retired,945000.0,340,Verified
CUST100060,66,Female,Bhopal,Professional,797000.0,856,Verified
CUST100061,57,Female,Delhi,Professional,,763,Verified
CUST100062,38,Female,Patna,Self-Employed,180000.0,856,Verified
CUST100063,68,Male,Delhi,Homemaker,1473000.0,709,Verified
CUST100064,41,Female,Chennai,Student,504000.0,597,Pending
CUST100065,36,Male,Pune,Retired,995000.0,404,Verified
CUST100066,65,Male,Bhopal,Student,635000.0,877,Verified
CUST100067,39,Male,Mumbai,Salaried - Private,485000.0,850,Pending
CUST100068,24,Female,Chennai,Retired,1491000.0,549,Verified
CUST100069,44,Female,Pune,Student,1735000.0,435,Verified
CUST100070,59,Male,Bhopal,Professional,800000.0,532,Verified
CUST100071,30,Male,Coimbatore,Student,1051000.0,536,Verified
CUST100072,43,Female,Lucknow,Self-Employed,926000.0,850,Verified
CUST100073,27,Female,Ahmedabad,Student,1679000.0,340,Verified
CUST100074,54,Male,Pune,Student,180000.0,679,Verified
CUST100075,44,Female,Nagpur,Professional,1070000.0,761,Verified
CUST100076,37,Female,Delhi,Retired,573000.0,757,Incomplete
CUST100077,32,Female,Delhi,Professional,180000.0,415,Verified
CUST100078,48,Male,Chennai,Self-Employed,738000.0,547,Verified
CUST100079,53,Female,Hyderabad,Professional,1732000.0,505,Incomplete
CUST100080,67,Male,Kolkata,Student,605000.0,544,Verified
CUST100081,42,Female,Coimbatore,Salaried - Private,1256000.0,352,Pending
CUST100082,28,Male,Lucknow,Salaried - Government,1439000.0,349,Pending
CUST100083,61,Male,Pune,Business Owner,894000.0,314,Verified
CUST100084,51,Male,Chennai,Self-Employed,954000.0,880,Incomplete
CUST100085,55,Male,Lucknow,Professional,,550,Verified
CUST100086,25,Male,Chennai,Self-Employed,578000.0,436,Verified
CUST100087,36,Male,Coimbatore,Retired,1308000.0,778,Verified
CUST100088,58,Male,Ahmedabad,Salaried - Private,927000.0,596,Verified
CUST100089,61,Male,Jaipur,Self-Employed,1065000.0,518,Verified
CUST100090,42,Female,Indore,Retired,960000.0,368,Verified
CUST100091,60,Female,Hyderabad,Business Owner,1886000.0,531,Verified
CUST100092,62,Female,Ahmedabad,Retired,706000.0,688,Verified
CUST100093,39,Male,Ahmedabad,Retired,1622000.0,674,Incomplete
CUST100094,65,Male,Hyderabad,Self-Employed,,534,Incomplete
CUST100095,35,Female,Mumbai,Business Owner,1662000.0,667,Verified
CUST100096,32,Male,Hyderabad,Student,349000.0,760,Verified
CUST100097,54,Male,Delhi,Student,983000.0,858,Verified
CUST100098,52,Female,Bhopal,Salaried - Private,723000.0,617,Verified
CUST100099,27,Female,Mumbai,Retired,963000.0,436,Verified
CUST100100,61,Male,Hyderabad,Business Owner,1450000.0,377,Verified
CUST100101,30,Female,Indore,Salaried - Private,1070000.0,394,Incomplete
CUST100102,60,Male,Jaipur,Retired,1449000.0,306,Verified
CUST100103,21,Female,Bhopal,Salaried - Private,598000.0,634,Pending
CUST100104,60,Male,Bhopal,Self-Employed,530000.0,427,Pending
CUST100105,59,Male,Hyderabad,Retired,907000.0,435,Verified
CUST100106,59,Female,Lucknow,Homemaker,883000.0,734,Verified
CUST100107,53,Male,Chennai,Business Owner,816000.0,491,Verified
CUST100108,44,Female,Lucknow,Homemaker,469000.0,797,Incomplete
CUST100109,55,Male,Bhopal,Homemaker,1439000.0,382,Verified
CUST100110,34,Female,Indore,Business Owner,737000.0,504,Verified
CUST100111,59,Female,Indore,Salaried - Government,1542000.0,330,Incomplete
CUST100112,48,Male,Mumbai,Retired,906000.0,621,Verified
CUST100113,43,Female,Hyderabad,Salaried - Private,1192000.0,374,Verified
CUST100114,45,Male,Jaipur,Student,,444,Verified
CUST100115,48,Male,Hyderabad,Business Owner,529000.0,741,Verified
CUST100116,22,Male,Lucknow,Homemaker,1065000.0,828,Pending
CUST100117,27,Female,Nagpur,Retired,1768000.0,627,Verified
CUST100118,33,Female,Chennai,Business Owner,1013000.0,879,Verified
CUST100119,26,Female,Indore,Student,1306000.0,754,Verified
CUST100120,42,Female,Indore,Homemaker,1212000.0,751,Verified
CUST100121,53,Female,Indore,Student,1038000.0,894,Verified
CUST100122,53,Male,Delhi,Salaried - Private,984000.0,353,Pending
CUST100123,44,Female,Hyderabad,Business Owner,1146000.0,439,Verified
CUST100124,62,Male,Delhi,Student,1243000.0,562,Verified
CUST100125,48,Male,Delhi,Homemaker,292000.0,671,Incomplete
CUST100126,24,Male,Mumbai,Business Owner,1011000.0,894,Incomplete
CUST100127,58,Male,Kolkata,Salaried - Private,817000.0,359,Verified
CUST100128,49,Male,Delhi,Self-Employed,724000.0,437,Incomplete
CUST100129,52,Male,Hyderabad,Professional,1483000.0,478,Verified
CUST100130,48,Male,Coimbatore,Retired,570000.0,702,Verified
CUST100131,48,Male,Indore,Student,272000.0,871,Verified
CUST100132,25,Female,Coimbatore,Salaried - Private,1258000.0,863,Verified
CUST100133,48,Female,Mumbai,Business Owner,261000.0,748,Verified
CUST100134,59,Male,Lucknow,Self-Employed,180000.0,763,Pending
CUST100135,35,Male,Lucknow,Student,1309000.0,549,Verified
CUST100136,50,Male,Delhi,Salaried - Government,971000.0,665,Verified
CUST100137,22,Male,Indore,Salaried - Government,1113000.0,402,Incomplete
CUST100138,38,Female,Kolkata,Self-Employed,701000.0,604,Verified
CUST100139,42,Male,Coimbatore,Salaried - Private,277000.0,475,Verified
CUST100140,69,Female,Delhi,Retired,366000.0,857,Verified
CUST100141,31,Female,Lucknow,Professional,778000.0,520,Verified
CUST100142,34,Male,Delhi,Professional,327000.0,536,Verified
CUST100143,41,Female,Coimbatore,Student,1038000.0,541,Verified
CUST100144,69,Male,Lucknow,Business Owner,692000.0,840,Verified
CUST100145,62,Female,Delhi,Self-Employed,983000.0,859,Verified
CUST100146,22,Female,Chennai,Business Owner,970000.0,558,Verified
CUST100147,32,Female,Pune,Homemaker,1074000.0,897,Verified
CUST100148,61,Female,Mumbai,Professional,1125000.0,753,Verified
CUST100149,23,Female,Mumbai,Salaried - Government,745000.0,807,Verified
CUST100150,62,Female,Indore,Retired,983000.0,849,Pending
CUST100151,34,Male,Coimbatore,Retired,1006000.0,499,Verified
CUST100152,65,Female,Jaipur,Salaried - Government,180000.0,630,Verified
CUST100153,35,Female,Indore,Professional,1191000.0,471,Verified
CUST100154,42,Male,Lucknow,Professional,967000.0,485,Verified
CUST100155,53,Female,Mumbai,Salaried - Government,1154000.0,578,Verified
CUST100156,27,Male,Bhopal,Salaried - Private,,330,Verified
CUST100157,48,Male,Mumbai,Retired,758000.0,429,Incomplete
CUST100158,45,Male,Nagpur,Professional,,785,Verified
CUST100159,59,Male,Pune,Retired,1235000.0,399,Verified
CUST100160,69,Female,Bengaluru,Business Owner,268000.0,673,Verified
CUST100161,53,Male,Chennai,Professional,482000.0,759,Verified
CUST100162,41,Male,Bhopal,Student,1140000.0,457,Verified
CUST100163,40,Male,Nagpur,Salaried - Government,617000.0,574,Verified
CUST100164,41,Male,Jaipur,Retired,482000.0,826,Verified
CUST100165,60,Female,Bengaluru,Salaried - Government,1308000.0,801,Verified
CUST100166,36,Female,Indore,Salaried - Private,1326000.0,852,Verified
CUST100167,29,Male,Patna,Student,1225000.0,677,Verified
CUST100168,37,Male,Kolkata,Salaried - Government,1282000.0,832,Incomplete
CUST100169,22,Male,Jaipur,Retired,796000.0,539,Pending
CUST100170,26,Female,Coimbatore,Professional,808000.0,660,Verified
CUST100171,25,Male,Pune,Homemaker,608000.0,700,Incomplete
CUST100172,58,Male,Mumbai,Professional,975000.0,885,Pending
CUST100173,56,Male,Bengaluru,Retired,662000.0,520,Verified
CUST100174,55,Female,Lucknow,Student,,824,Verified
CUST100175,43,Male,Coimbatore,Homemaker,1170000.0,605,Verified
CUST100176,56,Male,Patna,Retired,1433000.0,362,Verified
CUST100177,28,Female,Lucknow,Salaried - Government,1079000.0,693,Incomplete
CUST100178,65,Female,Hyderabad,Salaried - Government,1707000.0,888,Verified
CUST100179,45,Male,Kolkata,Business Owner,583000.0,572,Verified
CUST100180,66,Female,Mumbai,Retired,180000.0,629,Verified
CUST100181,28,Female,Pune,Retired,1222000.0,856,Verified
CUST100182,45,Male,Lucknow,Homemaker,553000.0,852,Verified
CUST100183,55,Female,Indore,Salaried - Private,777000.0,540,Verified
CUST100184,45,Male,Indore,Salaried - Government,180000.0,756,Verified
CUST100185,42,Female,Nagpur,Salaried - Government,495000.0,678,Verified
CUST100186,29,Male,Mumbai,Professional,224000.0,688,Verified
CUST100187,39,Female,Nagpur,Retired,705000.0,732,Verified
CUST100188,32,Male,Chennai,Salaried - Private,722000.0,496,Verified
CUST100189,35,Male,Lucknow,Homemaker,940000.0,482,Verified
CUST100190,54,Female,Coimbatore,Self-Employed,1458000.0,316,Verified
CUST100191,51,Male,Indore,Retired,,813,Verified
CUST100192,50,Female,Lucknow,Homemaker,180000.0,466,Verified
CUST100193,38,Female,Hyderabad,Salaried - Private,1174000.0,704,Verified
CUST100194,68,Female,Ahmedabad,Homemaker,950000.0,711,Verified
CUST100195,25,Male,Bhopal,Student,856000.0,722,Verified
CUST100196,37,Female,Ahmedabad,Student,890000.0,817,Verified
CUST100197,26,Male,Kolkata,Salaried - Government,992000.0,820,Verified
CUST100198,37,Male,Kolkata,Business Owner,589000.0,301,Verified
CUST100199,68,Female,Jaipur,Salaried - Government,818000.0,804,Verified
CUST100200,38,Female,Mumbai,Business Owner,,424,Verified
CUST100201,65,Male,Coimbatore,Student,583000.0,687,Incomplete
CUST100202,45,Male,Delhi,Homemaker,437000.0,703,Verified
CUST100203,55,Female,Coimbatore,Homemaker,872000.0,332,Verified
CUST100204,43,Female,Mumbai,Business Owner,391000.0,470,Pending
CUST100205,34,Male,Ahmedabad,Student,180000.0,846,Verified
CUST100206,58,Female,Kolkata,Student,745000.0,385,Verified
CUST100207,68,Male,Jaipur,Homemaker,1552000.0,439,Verified
CUST100208,33,Male,Kolkata,Homemaker,883000.0,349,Verified
CUST100209,59,Female,Indore,Retired,,400,Incomplete
CUST100210,33,Female,Mumbai,Salaried - Private,180000.0,682,Verified
CUST100211,56,Male,Coimbatore,Self-Employed,1097000.0,804,Pending
CUST100212,59,Male,Bhopal,Homemaker,942000.0,656,Verified
CUST100213,43,Male,Patna,Self-Employed,601000.0,470,Verified
CUST100214,57,Female,Bengaluru,Salaried - Government,981000.0,815,Verified
CUST100215,34,Male,Mumbai,Student,977000.0,520,Verified
CUST100216,24,Male,Pune,Business Owner,423000.0,488,Verified
CUST100217,25,Female,Hyderabad,Homemaker,1049000.0,603,Incomplete
CUST100218,42,Male,Patna,Self-Employed,1439000.0,382,Verified
CUST100219,65,Male,Indore,Self-Employed,797000.0,513,Pending
CUST100220,27,Male,Kolkata,Self-Employed,510000.0,779,Verified
CUST100221,43,Female,Patna,Self-Employed,820000.0,664,Verified
CUST100222,55,Male,Mumbai,Business Owner,1285000.0,892,Verified
CUST100223,30,Male,Patna,Self-Employed,348000.0,765,Verified
CUST100224,56,Male,Delhi,Homemaker,1160000.0,516,Verified
CUST100225,35,Female,Bhopal,Self-Employed,595000.0,760,Incomplete
CUST100226,60,Female,Pune,Business Owner,1009000.0,819,Pending
CUST100227,49,Male,Kolkata,Homemaker,646000.0,678,Verified
CUST100228,47,Male,Hyderabad,Business Owner,645000.0,757,Verified
CUST100229,29,Female,Kolkata,Salaried - Private,1585000.0,602,Verified
CUST100230,43,Male,Indore,Salaried - Private,266000.0,846,Verified
CUST100231,62,Male,Nagpur,Business Owner,1118000.0,442,Verified
CUST100232,21,Male,Pune,Retired,1679000.0,554,Verified
CUST100233,58,Male,Hyderabad,Student,1208000.0,452,Verified
CUST100234,45,Male,Ahmedabad,Salaried - Government,301000.0,360,Verified
CUST100235,56,Male,Bhopal,Professional,323000.0,669,Incomplete
CUST100236,53,Male,Bengaluru,Self-Employed,,371,Verified
CUST100237,42,Male,Bhopal,Business Owner,971000.0,435,Incomplete
CUST100238,36,Female,Coimbatore,Business Owner,1002000.0,757,Verified
CUST100239,51,Male,Nagpur,Self-Employed,328000.0,444,Verified
CUST100240,27,Male,Jaipur,Salaried - Private,507000.0,817,Verified
CUST100241,49,Female,Hyderabad,Salaried - Private,535000.0,329,Pending
CUST100242,25,Male,Hyderabad,Professional,819000.0,574,Verified
CUST100243,52,Female,Patna,Salaried - Government,1793000.0,340,Verified
CUST100244,51,Male,Kolkata,Self-Employed,480000.0,335,Verified
CUST100245,25,Female,Delhi,Salaried - Private,460000.0,774,Verified
CUST100246,58,Male,Bhopal,Salaried - Private,390000.0,340,Verified
CUST100247,41,Male,Bengaluru,Salaried - Government,1186000.0,835,Verified
CUST100248,59,Male,Coimbatore,Business Owner,881000.0,659,Pending
CUST100249,23,Male,Kolkata,Salaried - Government,497000.0,589,Incomplete
CUST100250,29,Male,Pune,Salaried - Government,737000.0,851,Verified
CUST100251,45,Female,Mumbai,Self-Employed,544000.0,532,Verified
CUST100252,30,Female,Bengaluru,Self-Employed,1033000.0,539,Verified
CUST100253,37,Male,Coimbatore,Salaried - Private,2108000.0,545,Verified
CUST100254,53,Female,Jaipur,Salaried - Private,,690,Verified
CUST100255,28,Female,Indore,Student,,808,Verified
CUST100256,54,Female,Coimbatore,Retired,601000.0,625,Verified
CUST100257,26,Female,Mumbai,Salaried - Private,295000.0,468,Verified
CUST100258,29,Female,Pune,Self-Employed,1230000.0,833,Verified
CUST100259,49,Male,Nagpur,Business Owner,1206000.0,659,Verified
CUST100260,59,Female,Ahmedabad,Student,690000.0,799,Incomplete
CUST100261,29,Female,Ahmedabad,Student,1446000.0,559,Verified
CUST100262,35,Male,Jaipur,Homemaker,909000.0,419,Verified
CUST100263,66,Male,Bhopal,Salaried - Private,1249000.0,866,Verified
CUST100264,69,Male,Coimbatore,Business Owner,1033000.0,706,Verified
CUST100265,49,Female,Indore,Business Owner,820000.0,484,Verified
CUST100266,42,Male,Lucknow,Retired,470000.0,808,Verified
CUST100267,37,Female,Jaipur,Homemaker,835000.0,305,Verified
CUST100268,51,Female,Pune,Self-Employed,1279000.0,858,Verified
CUST100269,49,Female,Delhi,Professional,671000.0,647,Verified
CUST100270,35,Male,Bhopal,Self-Employed,1098000.0,653,Verified
CUST100271,22,Female,Mumbai,Salaried - Government,413000.0,308,Verified
CUST100272,28,Female,Bhopal,Self-Employed,1251000.0,405,Incomplete
CUST100273,67,Male,Ahmedabad,Retired,1041000.0,732,Pending
CUST100274,41,Female,Patna,Business Owner,359000.0,634,Incomplete
CUST100275,44,Male,Coimbatore,Retired,,376,Incomplete
CUST100276,43,Female,Jaipur,Retired,1319000.0,699,Verified
CUST100277,59,Male,Jaipur,Self-Employed,333000.0,747,Verified
CUST100278,24,Male,Ahmedabad,Student,418000.0,463,Verified
CUST100279,25,Male,Pune,Salaried - Private,869000.0,713,Verified
CUST100280,34,Male,Delhi,Student,1860000.0,883,Incomplete
CUST100281,44,Male,Mumbai,Salaried - Private,,589,Verified
CUST100282,53,Female,Bhopal,Business Owner,1123000.0,437,Verified
CUST100283,45,Male,Indore,Homemaker,,877,Verified
CUST100284,42,Male,Mumbai,Retired,635000.0,846,Pending
CUST100285,66,Female,Hyderabad,Self-Employed,973000.0,574,Verified
CUST100286,28,Female,Lucknow,Student,698000.0,555,Verified
CUST100287,49,Male,Bhopal,Salaried - Government,739000.0,800,Verified
CUST100288,47,Female,Patna,Retired,180000.0,300,Verified
CUST100289,44,Male,Bhopal,Professional,889000.0,487,Verified
CUST100290,60,Female,Delhi,Salaried - Government,1305000.0,625,Verified
CUST100291,34,Male,Chennai,Student,926000.0,692,Verified
CUST100292,67,Female,Ahmedabad,Homemaker,1391000.0,676,Verified
CUST100293,37,Female,Mumbai,Salaried - Private,,522,Verified
CUST100294,47,Female,Pune,Salaried - Private,873000.0,821,Incomplete
CUST100295,46,Male,Pune,Salaried - Private,617000.0,689,Verified
CUST100296,62,Female,Coimbatore,Business Owner,681000.0,624,Verified
CUST100297,42,Male,Hyderabad,Business Owner,238000.0,863,Verified
CUST100298,34,Female,Coimbatore,Retired,780000.0,356,Incomplete
CUST100299,22,Female,Bhopal,Retired,966000.0,725,Verified
CUST100300,38,Female,Bhopal,Salaried - Private,1672000.0,856,Verified
CUST100301,61,Male,Nagpur,Business Owner,1138000.0,697,Pending
CUST100302,21,Male,Nagpur,Homemaker,511000.0,639,Verified
CUST100303,64,Female,Chennai,Student,252000.0,518,Verified
CUST100304,47,Male,Kolkata,Self-Employed,807000.0,462,Verified
CUST100305,27,Male,Ahmedabad,Salaried - Private,1265000.0,627,Verified
CUST100306,35,Male,Coimbatore,Salaried - Government,801000.0,839,Incomplete
CUST100307,48,Female,Mumbai,Self-Employed,1144000.0,577,Verified
CUST100308,36,Male,Ahmedabad,Business Owner,818000.0,372,Incomplete
CUST100309,26,Male,Chennai,Self-Employed,1223000.0,590,Incomplete
CUST100310,53,Male,Chennai,Salaried - Private,181000.0,358,Verified
CUST100311,53,Female,Patna,Self-Employed,1622000.0,861,Verified
CUST100312,26,Female,Chennai,Self-Employed,399000.0,621,Verified
CUST100313,34,Male,Patna,Business Owner,1257000.0,428,Pending
CUST100314,32,Male,Coimbatore,Salaried - Private,778000.0,674,Verified
CUST100315,53,Male,Patna,Homemaker,848000.0,622,Verified
CUST100316,56,Male,Bengaluru,Business Owner,792000.0,606,Incomplete
CUST100317,56,Female,Bengaluru,Self-Employed,1015000.0,655,Verified
CUST100318,66,Male,Kolkata,Student,1106000.0,857,Pending
CUST100319,58,Female,Jaipur,Retired,1376000.0,813,Verified
CUST100320,36,Male,Patna,Salaried - Government,1534000.0,457,Verified
CUST100321,26,Female,Kolkata,Salaried - Government,1049000.0,443,Verified
CUST100322,51,Male,Bengaluru,Salaried - Private,1671000.0,894,Verified
CUST100323,65,Female,Coimbatore,Professional,942000.0,686,Verified
CUST100324,68,Female,Indore,Self-Employed,1385000.0,311,Verified
CUST100325,32,Female,Lucknow,Business Owner,1093000.0,617,Verified
CUST100326,32,Male,Bhopal,Professional,653000.0,371,Incomplete
CUST100327,22,Male,Coimbatore,Professional,982000.0,317,Verified
CUST100328,27,Female,Ahmedabad,Salaried - Private,1126000.0,411,Verified
CUST100329,48,Female,Bengaluru,Salaried - Private,886000.0,452,Verified
CUST100330,47,Male,Lucknow,Homemaker,1086000.0,347,Verified
CUST100331,39,Male,Kolkata,Student,1289000.0,801,Verified
CUST100332,36,Male,Patna,Homemaker,889000.0,562,Verified
CUST100333,61,Female,Patna,Student,180000.0,631,Verified
CUST100334,43,Female,Ahmedabad,Business Owner,1655000.0,819,Verified
CUST100335,60,Female,Pune,Homemaker,766000.0,802,Verified
CUST100336,68,Female,Kolkata,Student,530000.0,792,Incomplete
CUST100337,36,Male,Lucknow,Student,394000.0,417,Verified
CUST100338,30,Male,Lucknow,Salaried - Government,749000.0,746,Verified
CUST100339,67,Male,Ahmedabad,Salaried - Government,647000.0,897,Verified
CUST100340,52,Female,Ahmedabad,Business Owner,568000.0,304,Pending
CUST100341,35,Male,Coimbatore,Professional,593000.0,820,Pending
CUST100342,51,Male,Chennai,Student,1138000.0,819,Verified
CUST100343,46,Male,Bengaluru,Self-Employed,1814000.0,804,Verified
CUST100344,65,Male,Patna,Homemaker,1269000.0,537,Verified
CUST100345,33,Female,Coimbatore,Student,1405000.0,419,Verified
CUST100346,69,Male,Lucknow,Student,730000.0,738,Verified
CUST100347,66,Male,Kolkata,Salaried - Government,947000.0,673,Verified
CUST100348,29,Female,Pune,Salaried - Government,1092000.0,736,Verified
CUST100349,29,Male,Ahmedabad,Salaried - Government,603000.0,453,Incomplete
CUST100350,47,Male,Mumbai,Retired,708000.0,406,Verified
CUST100351,23,Male,Ahmedabad,Retired,1285000.0,840,Verified
CUST100352,35,Female,Hyderabad,Business Owner,1391000.0,609,Verified
CUST100353,42,Male,Chennai,Salaried - Private,930000.0,810,Incomplete
CUST100354,68,Female,Jaipur,Professional,362000.0,855,Verified
CUST100355,69,Female,Coimbatore,Retired,767000.0,575,Verified
CUST100356,28,Female,Chennai,Business Owner,251000.0,457,Verified
CUST100357,64,Male,Indore,Self-Employed,934000.0,837,Verified
CUST100358,25,Female,Ahmedabad,Professional,1015000.0,729,Verified
CUST100359,57,Male,Coimbatore,Retired,778000.0,699,Incomplete
CUST100360,62,Male,Pune,Professional,1009000.0,874,Verified
CUST100361,64,Male,Coimbatore,Homemaker,1088000.0,447,Verified
CUST100362,31,Male,Lucknow,Self-Employed,1016000.0,516,Verified
CUST100363,64,Male,Bhopal,Professional,359000.0,323,Verified
CUST100364,26,Male,Jaipur,Homemaker,786000.0,532,Pending
CUST100365,46,Male,Kolkata,Salaried - Government,,567,Verified
CUST100366,44,Male,Ahmedabad,Self-Employed,1610000.0,571,Verified
CUST100367,36,Male,Nagpur,Salaried - Private,778000.0,390,Verified
CUST100368,22,Female,Patna,Self-Employed,1148000.0,785,Verified
CUST100369,58,Male,Mumbai,Salaried - Private,1295000.0,593,Pending
CUST100370,37,Female,Bhopal,Retired,812000.0,563,Verified
CUST100371,53,Male,Nagpur,Salaried - Private,1417000.0,818,Pending
CUST100372,41,Male,Patna,Retired,1441000.0,591,Verified
CUST100373,39,Male,Ahmedabad,Professional,1521000.0,835,Incomplete
CUST100374,64,Male,Pune,Student,1106000.0,433,Pending
CUST100375,25,Male,Bhopal,Self-Employed,1962000.0,810,Verified
CUST100376,57,Male,Lucknow,Self-Employed,623000.0,893,Verified
CUST100377,57,Male,Pune,Salaried - Government,1856000.0,750,Verified
CUST100378,39,Male,Kolkata,Professional,1246000.0,835,Verified
CUST100379,33,Male,Pune,Salaried - Government,1503000.0,744,Verified
CUST100380,21,Male,Mumbai,Salaried - Private,756000.0,660,Verified
CUST100381,66,Male,Mumbai,Student,,758,Pending
CUST100382,67,Male,Delhi,Retired,1542000.0,876,Verified
CUST100383,32,Male,Kolkata,Salaried - Private,411000.0,663,Pending
CUST100384,22,Male,Ahmedabad,Professional,827000.0,712,Verified
CUST100385,27,Male,Kolkata,Self-Employed,180000.0,347,Verified
CUST100386,24,Male,Coimbatore,Salaried - Government,820000.0,875,Verified
CUST100387,61,Female,Chennai,Business Owner,533000.0,766,Verified
CUST100388,64,Male,Pune,Homemaker,802000.0,396,Verified
CUST100389,28,Male,Chennai,Salaried - Private,,473,Verified
CUST100390,57,Male,Hyderabad,Self-Employed,1673000.0,435,Incomplete
CUST100391,29,Female,Jaipur,Student,252000.0,491,Verified
CUST100392,38,Female,Hyderabad,Business Owner,1150000.0,831,Verified
CUST100393,50,Female,Hyderabad,Salaried - Private,1260000.0,578,Verified
CUST100394,56,Female,Bhopal,Business Owner,748000.0,551,Verified
CUST100395,63,Male,Nagpur,Retired,980000.0,767,Verified
CUST100396,23,Female,Chennai,Student,1024000.0,522,Incomplete
CUST100397,30,Male,Delhi,Retired,294000.0,831,Verified
CUST100398,34,Female,Chennai,Salaried - Private,436000.0,752,Verified
CUST100399,36,Male,Jaipur,Homemaker,978000.0,454,Verified
CUST100400,69,Male,Coimbatore,Homemaker,945000.0,678,Pending
CUST100401,59,Female,Bengaluru,Retired,581000.0,589,Verified
CUST100402,36,Male,Mumbai,Student,543000.0,506,Verified
CUST100403,68,Female,Ahmedabad,Homemaker,860000.0,843,Verified
CUST100404,45,Male,Coimbatore,Salaried - Government,1299000.0,538,Verified
CUST100405,45,Female,Jaipur,Business Owner,866000.0,370,Verified
CUST100406,42,Female,Indore,Professional,1630000.0,545,Verified
CUST100407,28,Male,Lucknow,Business Owner,587000.0,610,Verified
CUST100408,66,Female,Mumbai,Retired,987000.0,375,Verified
CUST100409,21,Male,Kolkata,Retired,741000.0,745,Incomplete
